EmployeeID,Name,Age,Gender,Location,Department,Designation,YearsAtTCS,PerformanceRating,AI_Training_Level,SkillsMatch,OnsiteExperience,Certifications,CurrentProject,BillableDays,BenchDays,PreviousBenchInstances,UpSkilledLastYear,WillingToReskill,RedeploymentAttempts,LastPromotionYearsAgo,SalaryUSD,ManagerFeedbackScore,LayoffFlag,LayoffReason,DateOfRecord
TCS09247,Employee_9247,28,Other,Germany,IT,Mid,5.0,High,None,Mismatch,No,1,Yes,236,21,0,Yes,Yes,3,1,32806,2.3,0,N/A,2025-07-30
TCS09248,Employee_9248,41,Male,UK,Finance,Junior,6.3,Medium,Basic,Match,Yes,2,Yes,240,16,2,Yes,Yes,0,2,24711,4.1,0,N/A,2025-07-30
TCS09249,Employee_9249,40,Male,Canada,Sales,Mid,1.7,Medium,Advanced,Match,Yes,4,No,239,14,4,No,Yes,2,2,16200,2.75,0,N/A,2025-07-30
TCS09250,Employee_9250,24,Male,India,IT,Senior,1.8,High,None,Mismatch,No,7,Yes,233,25,1,Yes,Yes,1,1,21854,2.01,0,N/A,2025-07-30
TCS09251,Employee_9251,26,Male,USA,Sales,Junior,4.5,High,Basic,Match,No,4,Yes,249,6,1,Yes,Yes,1,1,26497,3.22,0,N/A,2025-07-30
TCS09252,Employee_9252,27,Male,Canada,Sales,Junior,3.7,Low,None,Match,No,1,Yes,245,8,1,Yes,Yes,0,2,28471,2.75,0,N/A,2025-07-30
TCS09253,Employee_9253,37,Female,India,IT,Junior,3.0,Medium,Basic,Match,No,2,Yes,226,26,1,Yes,Yes,1,3,11437,2.13,0,N/A,2025-07-30
TCS09254,Employee_9254,42,Female,Canada,IT,Senior,1.6,High,Basic,Match,No,7,Yes,253,2,1,Yes,No,1,1,29204,2.71,0,N/A,2025-07-30
TCS09255,Employee_9255,31,Female,USA,Finance,Mid,5.3,Medium,None,Match,Yes,4,No,246,8,0,Yes,Yes,4,1,10000,4.67,0,N/A,2025-07-30
TCS09256,Employee_9256,29,Male,UK,IT,Junior,4.8,High,Basic,Match,No,2,Yes,252,2,1,Yes,Yes,1,3,20763,3.42,0,N/A,2025-07-30
TCS09257,Employee_9257,58,Female,Germany,Finance,Mid,3.1,Medium,Basic,Match,Yes,5,No,248,10,1,No,Yes,0,2,23424,2.3,0,N/A,2025-07-30
TCS09258,Employee_9258,36,Male,India,IT,Junior,6.0,High,Basic,Match,No,0,Yes,245,7,2,Yes,Yes,0,1,10412,3.02,0,N/A,2025-07-30
TCS09259,Employee_9259,45,Male,India,IT,Senior,8.8,Medium,Basic,Match,Yes,7,Yes,238,13,0,Yes,Yes,3,0,28946,3.09,0,N/A,2025-07-30
TCS09260,Employee_9260,26,Male,India,HR,Mid,2.4,High,Advanced,Match,No,3,No,248,10,1,No,Yes,1,2,30053,3.69,0,N/A,2025-07-30
TCS09261,Employee_9261,33,Male,India,IT,Junior,9.5,Medium,None,Match,No,0,Yes,251,4,0,No,Yes,1,1,22738,4.07,1,Skills Mismatch,2025-07-30
TCS09262,Employee_9262,50,Female,India,IT,Lead,0.7,Medium,Basic,Match,No,7,No,246,7,2,Yes,No,1,3,24770,3.12,0,N/A,2025-07-30
TCS09263,Employee_9263,39,Male,India,IT,Mid,6.0,Medium,Basic,Mismatch,Yes,4,Yes,244,7,0,No,No,0,3,26342,4.43,0,N/A,2025-07-30
TCS09264,Employee_9264,58,Male,India,Legal,Junior,9.3,Low,Basic,Mismatch,No,5,Yes,251,0,1,No,Yes,2,1,26669,2.95,0,N/A,2025-07-30
TCS09265,Employee_9265,24,Male,USA,IT,Senior,8.5,High,None,Match,No,2,Yes,250,10,0,No,Yes,3,2,17955,3.89,0,N/A,2025-07-30
TCS09266,Employee_9266,48,Male,UK,HR,Junior,6.9,Medium,Basic,Match,Yes,5,No,251,3,2,Yes,Yes,0,3,15539,2.35,0,N/A,2025-07-30
TCS09267,Employee_9267,43,Male,India,Sales,Senior,7.6,High,None,Match,No,3,No,246,9,1,No,No,2,1,26084,3.14,0,N/A,2025-07-30
TCS09268,Employee_9268,27,Male,India,IT,Mid,6.2,Low,Basic,Match,Yes,6,Yes,257,0,0,Yes,Yes,3,1,16543,3.76,0,N/A,2025-07-30
TCS09269,Employee_9269,57,Male,India,Finance,Junior,5.6,Medium,Basic,Match,No,7,No,248,8,1,No,Yes,1,2,25903,4.04,0,N/A,2025-07-30
TCS09270,Employee_9270,40,Female,UK,Legal,Mid,4.1,Medium,None,Match,No,6,Yes,255,4,2,Yes,No,0,2,17028,4.8,0,N/A,2025-07-30
TCS09271,Employee_9271,47,Female,India,IT,Junior,4.4,High,None,Match,No,6,Yes,242,11,0,Yes,Yes,2,1,26728,2.88,0,N/A,2025-07-30
TCS09272,Employee_9272,39,Male,USA,IT,Lead,7.2,Medium,Basic,Match,Yes,1,Yes,251,2,1,Yes,Yes,3,2,21594,3.27,0,N/A,2025-07-30
TCS09273,Employee_9273,58,Female,UK,Consulting,Senior,4.4,Low,Basic,Match,Yes,5,Yes,241,11,0,Yes,Yes,1,2,10000,4.02,1,AI Integration,2025-07-30
TCS09274,Employee_9274,51,Female,UK,IT,Mid,5.0,Medium,None,Match,No,5,Yes,259,0,3,Yes,Yes,1,2,35774,3.29,0,N/A,2025-07-30
TCS09275,Employee_9275,25,Male,Australia,Finance,Junior,8.1,Medium,Basic,Match,Yes,2,Yes,247,9,1,No,No,2,2,24013,3.17,0,N/A,2025-07-30
TCS09276,Employee_9276,39,Other,UK,HR,Mid,4.3,Medium,None,Match,No,5,Yes,254,0,0,Yes,Yes,2,0,24354,4.13,0,N/A,2025-07-30
TCS09277,Employee_9277,37,Other,India,Finance,Mid,5.7,Medium,None,Match,Yes,2,Yes,251,0,1,Yes,Yes,1,2,19088,2.44,0,N/A,2025-07-30
TCS09278,Employee_9278,49,Male,India,Sales,Senior,5.3,Medium,Basic,Match,No,0,Yes,258,0,1,Yes,Yes,0,3,36293,2.43,0,N/A,2025-07-30
TCS09279,Employee_9279,54,Female,India,HR,Junior,6.1,Medium,None,Match,No,7,No,237,14,0,Yes,Yes,1,3,10587,4.68,0,N/A,2025-07-30
TCS09280,Employee_9280,33,Female,India,Sales,Junior,1.8,Medium,Basic,Match,No,4,No,235,22,2,Yes,Yes,1,1,24447,4.27,0,N/A,2025-07-30
TCS09281,Employee_9281,23,Male,USA,IT,Mid,5.6,High,Basic,Match,Yes,5,Yes,243,15,0,Yes,Yes,0,2,25563,2.08,0,N/A,2025-07-30
TCS09282,Employee_9282,41,Female,India,Consulting,Mid,7.2,Medium,Basic,Match,Yes,1,Yes,250,7,2,No,Yes,0,2,26121,2.79,0,N/A,2025-07-30
TCS09283,Employee_9283,36,Male,India,Consulting,Manager,6.1,Medium,Basic,Match,Yes,4,Yes,249,5,2,No,Yes,1,2,10000,4.53,0,N/A,2025-07-30
TCS09284,Employee_9284,45,Male,USA,IT,Mid,4.9,Medium,None,Match,No,2,No,253,0,3,Yes,Yes,2,2,36049,3.99,0,N/A,2025-07-30
TCS09285,Employee_9285,55,Male,India,Legal,Junior,5.6,High,None,Match,No,3,Yes,255,0,0,No,Yes,1,3,34526,2.05,0,N/A,2025-07-30
TCS09286,Employee_9286,23,Female,Germany,Sales,Mid,3.0,Medium,None,Match,Yes,4,Yes,235,17,0,No,Yes,3,1,13471,3.36,0,N/A,2025-07-30
TCS09287,Employee_9287,55,Male,USA,IT,Mid,10.7,Medium,Advanced,Match,Yes,7,No,247,9,1,No,No,3,3,28025,2.04,0,N/A,2025-07-30
TCS09288,Employee_9288,49,Male,UK,IT,Senior,12.3,Medium,None,Match,No,3,Yes,229,22,2,Yes,Yes,2,0,23381,4.01,0,N/A,2025-07-30
TCS09289,Employee_9289,40,Male,UK,IT,Mid,6.6,Medium,Basic,Mismatch,Yes,1,No,253,6,0,No,Yes,0,2,14328,5.0,0,N/A,2025-07-30
TCS09290,Employee_9290,53,Male,USA,IT,Senior,7.4,High,Advanced,Match,No,1,Yes,260,0,3,No,Yes,1,2,40920,2.7,0,N/A,2025-07-30
TCS09291,Employee_9291,53,Male,USA,Finance,Junior,4.1,Medium,None,Match,Yes,3,No,254,0,0,Yes,No,2,1,17036,3.96,0,N/A,2025-07-30
TCS09292,Employee_9292,50,Male,UK,IT,Mid,11.4,Medium,None,Match,No,0,No,252,8,0,Yes,Yes,1,3,27586,2.02,0,N/A,2025-07-30
TCS09293,Employee_9293,57,Male,India,IT,Mid,2.6,Medium,Basic,Match,Yes,2,Yes,247,12,1,No,No,1,3,27132,4.96,0,N/A,2025-07-30
TCS09294,Employee_9294,23,Female,India,Legal,Junior,6.7,Medium,None,Match,No,6,Yes,237,18,1,Yes,Yes,1,3,17028,4.09,0,N/A,2025-07-30
TCS09295,Employee_9295,59,Male,Australia,IT,Senior,9.3,Medium,None,Match,Yes,3,Yes,248,5,1,Yes,Yes,0,2,22851,3.1,0,N/A,2025-07-30
TCS09296,Employee_9296,22,Male,India,Legal,Senior,10.8,Medium,None,Mismatch,No,7,Yes,220,31,1,No,No,3,1,25970,4.45,1,Skills Mismatch,2025-07-30
TCS09297,Employee_9297,45,Male,India,Finance,Junior,3.9,Low,None,Match,No,6,No,253,0,0,No,Yes,2,1,18425,4.88,0,N/A,2025-07-30
TCS09298,Employee_9298,30,Male,Germany,IT,Manager,7.0,Medium,Basic,Match,No,3,No,243,10,0,No,Yes,1,2,10407,3.98,0,N/A,2025-07-30
TCS09299,Employee_9299,40,Female,India,Sales,Senior,3.5,High,None,Match,No,7,Yes,252,2,4,No,Yes,0,3,33623,4.24,0,N/A,2025-07-30
TCS09300,Employee_9300,43,Male,India,Consulting,Senior,3.6,Medium,Basic,Mismatch,No,7,Yes,228,31,2,Yes,Yes,1,2,32858,3.56,1,Skills Mismatch,2025-07-30
TCS09301,Employee_9301,52,Male,Germany,IT,Senior,4.4,Medium,Basic,Mismatch,Yes,0,Yes,241,17,1,No,Yes,0,0,36519,3.22,0,N/A,2025-07-30
TCS09302,Employee_9302,46,Male,Canada,HR,Senior,11.0,Medium,Basic,Match,No,2,Yes,256,0,0,Yes,Yes,0,1,28537,4.52,0,N/A,2025-07-30
TCS09303,Employee_9303,33,Female,India,Consulting,Manager,7.6,High,Advanced,Match,Yes,5,Yes,254,3,2,Yes,Yes,1,3,41445,2.48,0,N/A,2025-07-30
TCS09304,Employee_9304,32,Male,Australia,Sales,Senior,4.0,Medium,None,Match,No,2,No,236,23,0,Yes,Yes,1,1,36565,4.15,0,N/A,2025-07-30
TCS09305,Employee_9305,44,Male,India,IT,Mid,8.2,Low,None,Match,Yes,5,No,223,32,2,No,No,0,0,32209,2.68,0,N/A,2025-07-30
TCS09306,Employee_9306,27,Female,Germany,IT,Mid,3.9,Medium,Basic,Match,No,6,Yes,248,4,3,Yes,Yes,0,0,23411,4.76,0,N/A,2025-07-30
TCS09307,Employee_9307,36,Female,India,HR,Mid,4.9,High,None,Match,No,3,Yes,258,0,1,Yes,Yes,0,3,17095,3.65,0,N/A,2025-07-30
TCS09308,Employee_9308,40,Male,India,IT,Mid,11.4,Medium,None,Match,Yes,0,No,252,0,1,No,Yes,0,1,24915,3.57,0,N/A,2025-07-30
TCS09309,Employee_9309,30,Male,India,Legal,Senior,12.9,High,None,Match,No,6,Yes,238,16,1,No,Yes,0,1,37922,3.96,0,N/A,2025-07-30
TCS09310,Employee_9310,49,Female,India,IT,Mid,3.3,High,None,Match,No,3,Yes,236,20,1,Yes,Yes,1,3,18572,2.84,0,N/A,2025-07-30
TCS09311,Employee_9311,51,Male,India,IT,Junior,9.2,Medium,None,Mismatch,No,4,Yes,247,9,1,No,No,0,1,30767,3.83,0,N/A,2025-07-30
TCS09312,Employee_9312,47,Female,Australia,IT,Junior,8.8,High,Basic,Match,No,1,No,239,14,1,Yes,Yes,0,2,33031,4.49,0,N/A,2025-07-30
TCS09313,Employee_9313,41,Female,India,IT,Junior,8.5,Low,None,Match,No,4,Yes,237,16,0,No,Yes,1,2,10000,3.46,0,N/A,2025-07-30
TCS09314,Employee_9314,57,Male,India,IT,Junior,3.7,Medium,None,Match,Yes,1,Yes,257,1,3,Yes,No,2,3,39188,4.65,0,N/A,2025-07-30
TCS09315,Employee_9315,51,Female,India,Legal,Junior,9.9,Medium,Basic,Match,No,7,No,226,33,3,Yes,No,0,1,37086,3.38,0,N/A,2025-07-30
TCS09316,Employee_9316,55,Male,India,Finance,Junior,4.3,Medium,Basic,Match,No,2,Yes,233,20,0,No,No,0,1,17460,3.73,0,N/A,2025-07-30
TCS09317,Employee_9317,39,Male,Germany,IT,Senior,6.7,High,None,Match,Yes,2,Yes,240,15,0,Yes,Yes,1,1,28485,2.74,0,N/A,2025-07-30
TCS09318,Employee_9318,24,Male,India,Consulting,Senior,8.0,Low,None,Match,Yes,6,No,247,12,2,Yes,Yes,1,0,39438,2.59,0,N/A,2025-07-30
TCS09319,Employee_9319,24,Other,India,IT,Mid,4.1,Medium,None,Mismatch,No,3,Yes,251,8,2,Yes,Yes,1,1,31853,4.26,0,N/A,2025-07-30
TCS09320,Employee_9320,48,Male,Germany,HR,Manager,4.9,Low,None,Mismatch,Yes,1,No,245,15,1,Yes,Yes,2,2,34331,4.78,0,N/A,2025-07-30
TCS09321,Employee_9321,46,Male,India,Sales,Mid,0.5,Medium,Advanced,Match,No,2,Yes,248,12,1,Yes,Yes,0,2,43249,2.61,0,N/A,2025-07-30
TCS09322,Employee_9322,33,Male,India,Finance,Junior,3.3,Low,Basic,Mismatch,No,7,Yes,249,7,1,No,Yes,3,2,29972,4.96,0,N/A,2025-07-30
TCS09323,Employee_9323,42,Male,India,IT,Mid,7.2,Medium,None,Match,No,6,No,239,13,0,Yes,Yes,1,4,14125,4.64,0,N/A,2025-07-30
TCS09324,Employee_9324,49,Female,India,Consulting,Mid,7.1,High,Advanced,Match,No,4,Yes,255,0,1,No,No,1,1,35857,2.78,0,N/A,2025-07-30
TCS09325,Employee_9325,45,Other,Germany,Finance,Manager,5.5,Medium,Basic,Match,No,4,Yes,238,17,0,Yes,Yes,1,2,10818,2.07,0,N/A,2025-07-30
TCS09326,Employee_9326,34,Female,India,Legal,Senior,11.0,High,None,Match,No,7,No,233,20,2,No,Yes,0,3,21766,4.96,0,N/A,2025-07-30
TCS09327,Employee_9327,33,Male,India,Consulting,Junior,4.1,Low,Basic,Match,Yes,3,Yes,258,0,1,Yes,Yes,0,2,22844,4.11,0,N/A,2025-07-30
TCS09328,Employee_9328,32,Male,USA,IT,Senior,13.1,Medium,Basic,Match,No,1,No,223,35,1,No,Yes,2,1,27494,3.15,0,N/A,2025-07-30
TCS09329,Employee_9329,41,Female,India,Sales,Senior,4.1,Medium,Basic,Mismatch,No,3,Yes,234,18,1,No,Yes,0,3,22011,3.07,0,N/A,2025-07-30
TCS09330,Employee_9330,53,Male,India,Sales,Lead,4.4,Low,Basic,Match,Yes,4,Yes,251,2,1,Yes,Yes,1,1,32495,3.14,0,N/A,2025-07-30
TCS09331,Employee_9331,52,Male,India,IT,Junior,8.7,Medium,Advanced,Match,No,1,Yes,250,3,1,Yes,Yes,1,0,29184,4.74,0,N/A,2025-07-30
TCS09332,Employee_9332,45,Male,India,HR,Senior,0.5,Medium,None,Match,No,2,No,244,14,0,No,Yes,0,1,26799,2.22,0,N/A,2025-07-30
TCS09333,Employee_9333,35,Female,India,IT,Lead,5.0,Medium,None,Match,No,1,Yes,225,26,2,Yes,Yes,0,3,35105,3.09,0,N/A,2025-07-30
TCS09334,Employee_9334,53,Female,India,IT,Senior,4.8,Low,Basic,Match,No,5,No,249,6,1,Yes,Yes,0,3,20527,2.46,0,N/A,2025-07-30
TCS09335,Employee_9335,44,Male,India,IT,Mid,10.2,High,Basic,Match,Yes,0,Yes,248,12,0,Yes,No,1,2,13342,4.45,0,N/A,2025-07-30
TCS09336,Employee_9336,40,Male,India,Finance,Senior,5.8,Medium,None,Mismatch,Yes,2,Yes,252,3,2,Yes,Yes,0,1,32391,2.29,0,N/A,2025-07-30
TCS09337,Employee_9337,36,Male,India,IT,Senior,9.1,High,Basic,Match,Yes,3,Yes,243,17,2,Yes,Yes,2,2,23316,3.48,0,N/A,2025-07-30
TCS09338,Employee_9338,35,Male,USA,IT,Lead,2.6,Medium,None,Match,No,7,Yes,238,14,4,Yes,No,0,2,18398,3.63,0,N/A,2025-07-30
TCS09339,Employee_9339,40,Female,USA,Legal,Junior,3.4,Low,Basic,Match,Yes,1,Yes,244,13,0,No,Yes,1,1,36824,2.14,0,N/A,2025-07-30
TCS09340,Employee_9340,34,Male,India,Legal,Junior,2.9,Medium,None,Match,Yes,7,No,255,2,0,No,No,1,1,25468,4.93,0,N/A,2025-07-30
TCS09341,Employee_9341,29,Male,India,Consulting,Senior,7.0,Medium,Basic,Match,Yes,0,No,244,8,1,Yes,Yes,0,0,10000,3.01,0,N/A,2025-07-30
TCS09342,Employee_9342,25,Male,India,IT,Junior,6.8,High,None,Match,No,3,Yes,229,28,1,Yes,Yes,1,1,25864,4.86,0,N/A,2025-07-30
TCS09343,Employee_9343,52,Male,India,Finance,Mid,4.0,High,Basic,Match,Yes,1,Yes,229,30,1,No,Yes,1,2,28955,3.84,0,N/A,2025-07-30
TCS09344,Employee_9344,23,Male,India,Sales,Lead,5.5,High,None,Match,Yes,3,Yes,237,18,1,Yes,No,0,0,43038,4.95,0,N/A,2025-07-30
TCS09345,Employee_9345,51,Male,India,IT,Junior,8.2,Medium,Advanced,Match,No,1,Yes,244,14,2,Yes,No,1,4,27559,2.23,0,N/A,2025-07-30
TCS09346,Employee_9346,57,Male,India,IT,Mid,6.4,Medium,None,Match,Yes,6,Yes,256,0,1,Yes,Yes,0,3,34460,2.84,0,N/A,2025-07-30
TCS09347,Employee_9347,40,Male,India,Sales,Senior,1.5,Medium,Basic,Match,No,7,No,242,12,2,Yes,Yes,1,1,17942,2.61,0,N/A,2025-07-30
TCS09348,Employee_9348,40,Male,UK,IT,Mid,6.9,Medium,None,Mismatch,Yes,0,Yes,250,1,0,No,Yes,0,2,32349,3.68,0,N/A,2025-07-30
TCS09349,Employee_9349,49,Female,India,IT,Junior,3.1,High,Basic,Match,No,5,No,259,0,0,Yes,Yes,1,2,43824,3.0,0,N/A,2025-07-30
TCS09350,Employee_9350,40,Male,India,HR,Junior,10.0,Low,None,Match,No,7,No,239,13,0,Yes,Yes,1,2,10202,3.14,0,N/A,2025-07-30
TCS09351,Employee_9351,44,Male,India,IT,Mid,4.8,High,None,Match,Yes,7,No,240,16,0,Yes,Yes,2,1,15650,4.95,0,N/A,2025-07-30
TCS09352,Employee_9352,42,Female,USA,IT,Junior,5.2,High,Basic,Match,No,6,No,254,4,1,Yes,Yes,0,0,40808,4.53,0,N/A,2025-07-30
TCS09353,Employee_9353,48,Male,India,Sales,Junior,4.7,High,None,Match,Yes,3,Yes,248,12,1,Yes,No,1,2,30416,4.43,0,N/A,2025-07-30
TCS09354,Employee_9354,51,Male,India,IT,Mid,7.2,Low,None,Match,No,4,Yes,239,20,1,Yes,Yes,1,2,32210,4.51,0,N/A,2025-07-30
TCS09355,Employee_9355,54,Male,Germany,HR,Junior,6.9,Low,Advanced,Match,No,4,No,245,13,0,Yes,Yes,0,0,45482,3.05,0,N/A,2025-07-30
TCS09356,Employee_9356,24,Female,USA,Consulting,Lead,4.4,Medium,Basic,Mismatch,Yes,1,Yes,250,3,2,Yes,No,0,3,34606,2.07,0,N/A,2025-07-30
TCS09357,Employee_9357,42,Male,UK,Finance,Manager,8.2,Medium,Basic,Mismatch,No,3,No,249,2,3,Yes,Yes,1,3,26899,3.37,0,N/A,2025-07-30
TCS09358,Employee_9358,55,Female,USA,Sales,Mid,4.2,Medium,Advanced,Mismatch,Yes,2,Yes,248,10,1,No,No,1,2,26702,2.24,0,N/A,2025-07-30
TCS09359,Employee_9359,35,Male,Australia,Finance,Junior,2.8,Medium,Basic,Match,No,7,Yes,239,14,0,Yes,No,1,0,21645,3.75,0,N/A,2025-07-30
TCS09360,Employee_9360,22,Female,India,IT,Junior,7.0,High,Basic,Match,No,4,Yes,258,0,1,Yes,Yes,1,2,38800,4.86,0,N/A,2025-07-30
TCS09361,Employee_9361,36,Female,India,IT,Senior,7.6,Medium,None,Match,No,7,Yes,231,22,1,Yes,Yes,2,1,29130,4.59,0,N/A,2025-07-30
TCS09362,Employee_9362,24,Male,USA,IT,Junior,0.5,Medium,Basic,Match,No,3,Yes,241,15,1,No,Yes,1,2,31910,3.01,0,N/A,2025-07-30
TCS09363,Employee_9363,26,Male,UK,Finance,Lead,2.8,High,Basic,Match,No,6,Yes,253,0,0,Yes,Yes,0,1,20714,4.24,0,N/A,2025-07-30
TCS09364,Employee_9364,49,Male,Australia,IT,Senior,8.8,Medium,None,Mismatch,No,3,Yes,253,1,0,Yes,Yes,2,3,22785,2.76,0,N/A,2025-07-30
TCS09365,Employee_9365,52,Male,USA,Sales,Mid,8.0,Medium,None,Match,No,7,Yes,250,5,0,No,Yes,1,1,28333,3.05,0,N/A,2025-07-30
TCS09366,Employee_9366,31,Female,UK,Consulting,Senior,11.5,High,None,Match,Yes,2,No,259,0,1,Yes,Yes,2,2,35452,3.27,0,N/A,2025-07-30
TCS09367,Employee_9367,26,Male,USA,IT,Junior,1.7,Medium,Advanced,Match,Yes,4,Yes,246,6,2,Yes,Yes,1,0,28943,3.6,0,N/A,2025-07-30
TCS09368,Employee_9368,36,Male,UK,HR,Manager,2.5,High,Basic,Mismatch,No,4,No,245,9,1,No,Yes,1,0,24602,3.91,0,N/A,2025-07-30
TCS09369,Employee_9369,52,Male,India,Consulting,Mid,10.0,Medium,Basic,Match,No,7,Yes,252,0,3,Yes,Yes,1,2,15612,3.08,0,N/A,2025-07-30
TCS09370,Employee_9370,40,Male,India,IT,Manager,5.2,Low,Basic,Match,Yes,2,Yes,247,8,1,No,Yes,1,1,10920,3.93,0,N/A,2025-07-30
TCS09371,Employee_9371,49,Female,India,Consulting,Mid,8.5,Medium,None,Match,No,2,No,235,17,0,No,No,1,1,22499,2.14,0,N/A,2025-07-30
TCS09372,Employee_9372,49,Female,USA,IT,Senior,4.3,Medium,Basic,Match,No,3,Yes,242,17,1,Yes,No,2,1,18661,2.49,0,N/A,2025-07-30
TCS09373,Employee_9373,33,Female,UK,IT,Senior,3.8,Medium,None,Match,No,6,No,257,0,1,Yes,No,1,3,25910,3.74,0,N/A,2025-07-30
TCS09374,Employee_9374,40,Female,UK,Sales,Senior,6.0,Low,Basic,Match,No,1,Yes,240,17,0,No,Yes,2,1,16361,2.07,0,N/A,2025-07-30
TCS09375,Employee_9375,42,Male,India,IT,Senior,8.6,Low,Advanced,Match,No,1,Yes,236,16,1,Yes,Yes,2,1,36307,3.65,0,N/A,2025-07-30
TCS09376,Employee_9376,24,Female,India,IT,Junior,3.4,Medium,Basic,Match,No,5,Yes,256,4,1,Yes,No,0,1,27083,2.23,0,N/A,2025-07-30
TCS09377,Employee_9377,25,Female,India,HR,Mid,4.8,Medium,Advanced,Match,No,2,Yes,248,5,0,No,Yes,0,2,21735,3.97,0,N/A,2025-07-30
TCS09378,Employee_9378,24,Male,UK,Sales,Mid,6.5,High,Basic,Match,Yes,2,No,231,21,1,No,No,0,0,16174,2.95,0,N/A,2025-07-30
TCS09379,Employee_9379,50,Male,USA,IT,Senior,3.5,Medium,None,Match,Yes,3,Yes,252,0,0,No,Yes,1,1,10000,4.75,0,N/A,2025-07-30
TCS09380,Employee_9380,31,Male,India,IT,Mid,12.6,Medium,None,Match,No,7,No,244,11,0,No,Yes,2,3,40180,2.29,0,N/A,2025-07-30
TCS09381,Employee_9381,56,Male,India,Consulting,Mid,7.6,High,Basic,Match,No,7,Yes,242,13,2,No,Yes,1,2,18674,3.58,0,N/A,2025-07-30
TCS09382,Employee_9382,24,Female,India,Finance,Mid,7.2,Medium,Basic,Mismatch,No,5,Yes,250,10,1,Yes,Yes,1,2,36587,3.92,0,N/A,2025-07-30
TCS09383,Employee_9383,37,Male,UK,Finance,Senior,4.0,High,None,Match,No,7,Yes,244,11,2,No,Yes,0,2,43518,3.52,0,N/A,2025-07-30
TCS09384,Employee_9384,59,Male,UK,HR,Junior,5.0,Medium,None,Mismatch,No,3,No,230,22,2,Yes,Yes,3,0,20004,4.65,0,N/A,2025-07-30
TCS09385,Employee_9385,51,Female,India,IT,Senior,3.2,Medium,Basic,Mismatch,No,7,No,260,0,1,Yes,Yes,0,1,29722,3.5,0,N/A,2025-07-30
TCS09386,Employee_9386,47,Male,UK,Legal,Senior,8.0,High,None,Match,No,2,Yes,253,6,0,No,Yes,0,4,22993,3.48,0,N/A,2025-07-30
TCS09387,Employee_9387,22,Male,India,Consulting,Junior,5.3,Medium,Basic,Match,No,2,No,256,0,0,Yes,Yes,0,2,16385,4.0,0,N/A,2025-07-30
TCS09388,Employee_9388,37,Male,UK,Sales,Mid,2.8,Medium,None,Match,No,5,Yes,233,21,3,No,Yes,0,1,27373,2.68,0,N/A,2025-07-30
TCS09389,Employee_9389,40,Female,India,IT,Junior,1.4,Medium,None,Mismatch,Yes,4,Yes,255,4,4,No,Yes,1,4,29794,3.65,0,N/A,2025-07-30
TCS09390,Employee_9390,33,Female,India,IT,Mid,0.5,Low,Basic,Match,No,1,Yes,246,14,1,No,Yes,0,1,37278,2.19,0,N/A,2025-07-30
TCS09391,Employee_9391,26,Male,UK,Legal,Senior,0.8,High,Basic,Mismatch,No,7,Yes,237,15,1,Yes,Yes,0,0,21749,4.76,0,N/A,2025-07-30
TCS09392,Employee_9392,45,Male,India,IT,Senior,5.4,High,Basic,Mismatch,No,7,Yes,248,5,1,Yes,Yes,1,1,33366,4.51,0,N/A,2025-07-30
TCS09393,Employee_9393,43,Male,India,IT,Mid,10.0,Medium,None,Mismatch,No,5,No,242,15,1,No,Yes,2,1,24763,3.57,0,N/A,2025-07-30
TCS09394,Employee_9394,32,Male,India,Consulting,Junior,5.1,Medium,Basic,Match,No,7,Yes,248,9,2,Yes,Yes,0,1,48831,2.54,0,N/A,2025-07-30
TCS09395,Employee_9395,47,Male,Australia,IT,Mid,3.8,Medium,None,Match,No,1,Yes,228,26,1,Yes,Yes,1,4,30973,3.68,0,N/A,2025-07-30
TCS09396,Employee_9396,42,Female,USA,IT,Junior,2.7,Medium,Advanced,Match,Yes,2,No,241,17,0,No,No,0,2,40341,4.15,0,N/A,2025-07-30
TCS09397,Employee_9397,30,Female,India,IT,Junior,0.5,Low,Basic,Mismatch,Yes,4,Yes,248,3,2,Yes,Yes,2,2,32285,4.24,0,N/A,2025-07-30
TCS09398,Employee_9398,46,Male,USA,Consulting,Junior,3.9,Medium,Basic,Match,No,5,Yes,256,0,2,No,No,0,1,18222,2.11,0,N/A,2025-07-30
TCS09399,Employee_9399,52,Male,USA,IT,Mid,6.4,High,Basic,Mismatch,No,2,Yes,240,14,1,No,No,0,3,18837,2.02,0,N/A,2025-07-30
TCS09400,Employee_9400,24,Other,India,Finance,Lead,5.4,Low,None,Mismatch,Yes,0,Yes,238,19,1,No,Yes,4,1,21785,3.8,0,N/A,2025-07-30
TCS09401,Employee_9401,46,Male,USA,Finance,Junior,9.5,Medium,Basic,Match,Yes,5,Yes,241,11,1,Yes,Yes,3,2,15736,4.06,0,N/A,2025-07-30
TCS09402,Employee_9402,59,Male,India,Sales,Senior,4.9,Medium,Basic,Match,No,1,No,251,0,2,No,Yes,0,2,21974,4.69,0,N/A,2025-07-30
TCS09403,Employee_9403,46,Male,India,IT,Lead,8.9,Medium,None,Mismatch,No,6,No,253,1,1,Yes,Yes,0,1,24375,4.62,0,N/A,2025-07-30
TCS09404,Employee_9404,49,Male,India,IT,Junior,3.5,High,Basic,Match,No,1,Yes,253,5,0,Yes,Yes,1,2,31150,4.52,0,N/A,2025-07-30
